Date,Time,Ch1:Deg F
09/09/2018,22:23:29,71.329
09/09/2018,22:23:39,71.369
09/09/2018,22:23:49,71.329
09/09/2018,22:23:59,71.369
09/09/2018,22:24:09,71.369
09/09/2018,22:24:19,71.329
09/09/2018,22:24:29,71.329
09/09/2018,22:24:39,71.329
09/09/2018,22:24:49,71.329
09/09/2018,22:24:59,71.290
09/09/2018,22:25:09,71.290
09/09/2018,22:25:19,71.250
09/09/2018,22:25:29,71.290
09/09/2018,22:25:39,71.290
09/09/2018,22:25:49,71.290
09/09/2018,22:25:59,71.290
09/09/2018,22:26:09,71.329
09/09/2018,22:26:19,71.329
09/09/2018,22:26:29,71.290
09/09/2018,22:26:39,71.290
09/09/2018,22:26:49,71.290
09/09/2018,22:26:59,71.290
09/09/2018,22:27:09,71.329
09/09/2018,22:27:19,71.329
09/09/2018,22:27:29,71.290
09/09/2018,22:27:39,71.290
09/09/2018,22:27:49,71.290
09/09/2018,22:27:59,71.290
09/09/2018,22:28:09,71.290
09/09/2018,22:28:19,71.290
09/09/2018,22:28:29,71.290
09/09/2018,22:28:39,71.290
09/09/2018,22:28:49,71.290
09/09/2018,22:28:59,71.290
09/09/2018,22:29:09,71.329
09/09/2018,22:29:19,71.329
09/09/2018,22:29:29,71.329
09/09/2018,22:29:39,71.329
09/09/2018,22:29:49,71.329
